SURFACE_TY,CONDITION,WIDTH,the_geom,CANOPY,PMAID,TRAIL_NUM,TRAIL_ID,PMA_NAME,SHAPE_LENG,GRADE_TYPE,DISTRICT,GRADE_PERC,TRAIL_CLAS,SHAPE_LE_1,DATE_TIME,PICTURES,FIELD_NOTE,GIS_LENGTH,GIS_EDT_DT,AMWOID,SHAPE_LEN
Soil,Worn,1,"MULTILINESTRING ((-122.40011028736825 47.57736506091186, -122.4001622197121 47.5773518306943, -122.40019690718287 47.577329414509535, -122.40022391642404 47.57730172976027, -122.40032305987066 47.577333537231596, -122.4003817678373 47.57732845409996, -122.40041172551078 47.577301996243776, -122.40040999826645 47.57724363624354, -122.40041924260515 47.57718034804057))",Low,465,24,465-24,SCHMITZ PRESERVE PARK,135.97415255,Steep,SW,10,2,135.97415255,11/07/2016 12:00:00 AM +0000,-,"leads out to street, has exposed tree roots",135.97442449,02/08/2017 12:00:00 AM +0000,TRAIL-6704,0
Soil,Worn,2,"MULTILINESTRING ((-122.31616064483856 47.72381755497928, -122.31619003702112 47.72381844122346, -122.31627114964284 47.7238175339962, -122.31630739979249 47.723812301009104, -122.31634204973096 47.72379916784139, -122.31640766639322 47.723756583848875, -122.31647736638203 47.72375898429287, -122.31655353355976 47.72374373408611))",Low,4479,4,4479-4,LICORICE FERN NA ON TC,105.25439289,Flat,NE,3,2,105.25439289,11/04/2016 12:00:00 AM +0000,-,-,105.2546034,02/08/2017 12:00:00 AM +0000,TRAIL-3001,0
Soil,Worn,4,"MULTILINESTRING ((-122.40179188381501 47.57590624221137, -122.40158594518905 47.575973401265536))",High,465,30,465-30,SCHMITZ PRESERVE PARK,55.77309978,Moderate,SW,5,1,55.77309978,11/07/2016 12:00:00 AM +0000,-,-,56.4269322,02/22/2017 12:00:00 AM +0000,TRAIL-6703,0
Stairs,Good,4,"MULTILINESTRING ((-122.29015604219286 47.59937628798062, -122.2901485583776 47.59924900157481))",Open,392,7,392-7,FRINK PARK,46.16675818,Steep,CE,10,1,46.16675818,11/07/2016 12:00:00 AM +0000,-,-,46.46643189,02/22/2017 12:00:00 AM +0000,TRAIL-2601,0
Soil,Worn,3,"MULTILINESTRING ((-122.2905896880961 47.59948536358654, -122.29056745238469 47.5994083045271))",Closed,392,4,392-4,FRINK PARK,28.63880326,Moderate,CE,5,1,28.63880326,11/07/2016 12:00:00 AM +0000,-,-,28.63886054,02/08/2017 12:00:00 AM +0000,TRAIL-2602,0
Asphalt,Worn,16,"MULTILINESTRING ((-122.40674501423717 47.577710001114134, -122.4042585733473 47.57763229598396, -122.40398258940863 47.57751747113417, -122.40367664410512 47.577383308126, -122.40318983802797 47.57708026189483, -122.40289084403025 47.57684051717828, -122.40264997241341 47.57661316618731, -122.40249740003732 47.57639115092888, -122.40239233550825 47.5761487718749, -122.40230057288915 47.57601160651132, -122.40208409172105 47.575784796801166))",High,465,4,465-4,SCHMITZ PRESERVE PARK,1498.90432503,Moderate,SW,6,1,1498.90432503,11/07/2016 12:00:00 AM +0000,-,"1/4 gravel, concrete under bridge,stream crossing",1498.90732284,02/08/2017 12:00:00 AM +0000,TRAIL-6701,0
Gravel,Good,4,"MULTILINESTRING ((-122.29117678749272 47.59851124537353, -122.2912530894733 47.59859831127659, -122.29135663028718 47.59867151426004, -122.29139565471151 47.59871018263087, -122.2914221244306 47.59876876169315, -122.29146093219543 47.59880334774209, -122.29149283303215 47.59884466674474, -122.2915237759845 47.5988792807131, -122.29155946461127 47.598915181442074, -122.29158300402325 47.598939230048884, -122.29163201837889 47.59896251219405, -122.29164169963741 47.59897784679783))",High,392,43,392-43,FRINK PARK,208.04890753,Gradual,CE,3,1,208.04890753,11/07/2016 12:00:00 AM +0000,-,-,208.04932363,02/08/2017 12:00:00 AM +0000,TRAIL-2602,0
Gravel,Good,4,"MULTILINESTRING ((-122.29132252872235 47.598203901792786, -122.29130590714722 47.59826707323329, -122.29129926797211 47.59827268185699))",High,392,45,392-45,FRINK PARK,26.02561973,Moderate,CE,5,1,26.02561973,11/07/2016 12:00:00 AM +0000,-,-,26.02567177,02/08/2017 12:00:00 AM +0000,TRAIL-2602,0
Stairs,Good,3,"MULTILINESTRING ((-122.29058195086125 47.59823016197791, -122.2906902269562 47.598326004460496, -122.29074889363295 47.59839422421521, -122.29093331137528 47.59842484975499, -122.29098236441584 47.59847713203621, -122.29117954728854 47.598510771902625))",Low,392,27,392-27,FRINK PARK,191.78059728,Moderate,CE,7,1,191.78059728,11/07/2016 12:00:00 AM +0000,-,-,192.39784624,02/22/2017 12:00:00 AM +0000,TRAIL-2602,0
Gravel,Good,4,"MULTILINESTRING ((-122.31536526916317 47.729468764709814, -122.3153430394902 47.72945588073745, -122.31528014984183 47.72943495101673, -122.3152294698872 47.72941659110177, -122.31515880177191 47.72938595494986, -122.31510953053832 47.729375931260634, -122.31506153945321 47.72938100059289, -122.31496655951776 47.7293881808874, -122.31491789945038 47.72938789093939, -122.31484286960386 47.7293941012784, -122.31476036017769 47.729408183061885, -122.31471325022054 47.72940376082216, -122.3146025300186 47.72937959091033, -122.31455803013553 47.72937491070702, -122.31447487003685 47.72938016127011, -122.31441930938843 47.72937635063384, -122.31432750060702 47.72937504107534, -122.31425053066027 47.729375361351444, -122.31420621026346 47.72938258128, -122.31414128982826 47.729386170698824, -122.3140291701211 47.72937678083046, -122.31399195938381 47.72936526057638, -122.31390673275456 47.72935742769307, -122.31378434736256 47.72935742772954, -122.31369828015625 47.729339520195175, -122.31364421722328 47.72931023288271, -122.31359559688838 47.729278505360575, -122.31353028637648 47.72926190979033, -122.31337881294331 47.729234841041794))",Open,327,19,327-19,JACKSON PARK,514.2686966,Moderate,NE,5,1,514.2686966,11/03/2016 12:00:00 AM +0000,-,-,514.26972514,02/08/2017 12:00:00 AM +0000,TRAIL-2004,0
Soil,Good,1,"MULTILINESTRING ((-122.30964077762172 47.703514926803244, -122.30975391316261 47.703535606978875, -122.30982087466897 47.70353762469436, -122.30991182366785 47.70353224370991, -122.30996784515993 47.703512607547374, -122.31001317022614 47.70351631059674, -122.31006052030871 47.703525661170076, -122.310101429411 47.703548931010204, -122.31017783951054 47.703572780840695, -122.31024087046994 47.70365024108742, -122.31026983021515 47.70371347117524, -122.31029135035818 47.70374200113108, -122.31030935976956 47.70377703119888, -122.31031293046333 47.70380193083479, -122.31032337014449 47.703839210822224, -122.31034168024406 47.70387108119362, -122.31037008944327 47.70389015074355, -122.31039058052566 47.70392312094614, -122.31040860978608 47.70393991135759, -122.31044413942112 47.70396300069648, -122.31047989051015 47.703991860786296, -122.31050016953172 47.704010200828655, -122.31053541064854 47.70405107086993, -122.31058527941015 47.70410894089355, -122.3106214896241 47.70413196108663, -122.31064383029675 47.70417138079716, -122.31069730020575 47.704177800972595, -122.31071980986404 47.70414866087754, -122.3107118498013 47.70411737070729, -122.3107372699589 47.70410945133076))",Open,416,18,416-18,THORNTON CREEK NA: 25TH/95TH,435.52172106,Gradual,NE,3,2,435.52172106,11/03/2016 12:00:00 AM +0000,-,-,435.5225921,02/08/2017 12:00:00 AM +0000,TRAIL-7305,0
Soil,Good,1,"MULTILINESTRING ((-122.31041141967597 47.70394166425208, -122.31034565985576 47.70397644112795, -122.31028057030721 47.703967630870956, -122.31024250006087 47.703964910749484, -122.31018805045994 47.70394596083781, -122.31016404030899 47.703922710486594, -122.31011286999818 47.70391152118284, -122.31007026056925 47.703896190747265, -122.31004324442803 47.7038785838189, -122.31002468400791 47.70386485617223, -122.30999261997256 47.70385298120194, -122.30995258961012 47.70384497064184, -122.3099126105192 47.70385592116484, -122.30988023972786 47.70385224099148, -122.3098336495412 47.70387310074747, -122.30980966951101 47.70387861103318, -122.30977917021475 47.70386777096667, -122.3097348101453 47.70386019064241))",Open,416,21,416-21,THORNTON CREEK NA: 25TH/95TH,190.66950376,Gradual,NE,3,2,190.66950376,11/03/2016 12:00:00 AM +0000,-,-,190.6698851,02/08/2017 12:00:00 AM +0000,TRAIL-7305,0
Soil,Worn,2,"MULTILINESTRING ((-122.40115907197023 47.57571774805455, -122.40094446819754 47.57578955412826, -122.40093163974264 47.57580486086052, -122.40094285278175 47.575823463443385, -122.40108188989589 47.57588931979019, -122.40108426267405 47.57590259971592, -122.40108280241608 47.575919626345595, -122.40105133375133 47.575937721628215, -122.40103578513302 47.575954306456524, -122.4009944616161 47.575961865346606, -122.40095166438743 47.57594105329742, -122.40092289827953 47.57594081652822, -122.40090741408295 47.57595949837395, -122.40090639671848 47.57601671770302, -122.40084426421134 47.57604728070998, -122.4008212208435 47.57615897453438))",Closed,465,23,465-23,SCHMITZ PRESERVE PARK,262.64683899,Steep,SW,10,2,262.64683899,11/07/2016 12:00:00 AM +0000,-,"tree debris blocks entry, fallen across path",262.64736427,02/08/2017 12:00:00 AM +0000,TRAIL-6704,0
Concrete,Good,4,"MULTILINESTRING ((-122.25801712771428 47.68126246005384, -122.2600525321077 47.68088100512685))",Open,398,220,398-220,WARREN G. MAGNUSON PARK,520.33299751,Flat,NE,0,1,520.33299751,10/27/2016 12:00:00 AM +0000,-,-,520.33403817,02/08/2017 12:00:00 AM +0000,TRAIL-7801,0
Concrete,Good,3,"MULTILINESTRING ((-122.25806191384122 47.68167113486727, -122.25837063483662 47.68198767020643))",Open,398,225,398-225,WARREN G. MAGNUSON PARK,136.17327383,Flat,NE,0,1,136.17327383,10/27/2016 12:00:00 AM +0000,-,-,138.255125,02/23/2017 12:00:00 AM +0000,TRAIL-7801,0
Concrete,Good,3,"MULTILINESTRING ((-122.25865543859776 47.68198066888971, -122.25779146164533 47.68199459717004))",Open,398,224,398-224,WARREN G. MAGNUSON PARK,211.87195465,Flat,NE,0,1,211.87195465,10/27/2016 12:00:00 AM +0000,-,-,212.8819864,02/23/2017 12:00:00 AM +0000,TRAIL-7801,0
Bridge,Good,3,"MULTILINESTRING ((-122.25892464301668 47.68247267889915, -122.25878924160985 47.68252809359911))",Open,398,226,398-226,WARREN G. MAGNUSON PARK,38.99980166,Flat,NE,0,1,38.99980166,10/27/2016 12:00:00 AM +0000,-,-,38.99987965,02/08/2017 12:00:00 AM +0000,TRAIL-7822,0
Gravel,Overgrown,5,"MULTILINESTRING ((-122.31719428191742 47.72699181813566, -122.31727435271372 47.7269127719484, -122.31733410538955 47.726822680320744, -122.31736178828936 47.72675209370002))",Open,327,11,327-11,JACKSON PARK,97.38451934,Moderate,NE,3,1,97.38451934,11/02/2016 12:00:00 AM +0000,-,-,97.56130566,02/16/2017 12:00:00 AM +0000,TRAIL-2002,0
Soil,Good,2,"MULTILINESTRING ((-122.30933405485784 47.702519059514984, -122.30930299386964 47.702561677212536, -122.30925864529779 47.70258485117876, -122.3092054267057 47.70258327144122, -122.30914803309537 47.7025767754449, -122.30901376029489 47.70255752342118, -122.30887906030019 47.702557522801364, -122.30876256257947 47.702562423135895, -122.30863303619297 47.702564352371304))",Closed,416,6,416-6,THORNTON CREEK PARK #2,185.43098471,Moderate,NE,5,2,185.43098471,11/03/2016 12:00:00 AM +0000,-,-,186.18916135,02/20/2017 12:00:00 AM +0000,TRAIL-7401,0
Soil,Eroded,2,"MULTILINESTRING ((-122.30834607481367 47.702139424860924, -122.30841427311483 47.70214188707, -122.30845890278682 47.702185861289976, -122.30849090942023 47.702226922221115, -122.30851891548281 47.70228952274811, -122.30856739402203 47.70229145111923, -122.30865241098941 47.70222851414692, -122.30874142926362 47.70225409268288, -122.30872542701142 47.70231871202445, -122.30871342339832 47.70237458138142, -122.30865241070967 47.702461414144, -122.30863679654863 47.70251812006887, -122.30863279043042 47.70260440301894, -122.3086103367745 47.7026527052393, -122.30864347602288 47.702704209316565, -122.30869787466189 47.7027451252219, -122.30875440592911 47.70278891200833, -122.3088272350162 47.702852978886504))",Open,416,12,416-12,THORNTON CREEK NA: 25TH/95TH,386.1236809,Steep,NE,8,2,386.1236809,11/03/2016 12:00:00 AM +0000,-,-,385.60659754,02/20/2017 12:00:00 AM +0000,TRAIL-7301,0
Soil,Eroded,1,"MULTILINESTRING ((-122.3103976094561 47.7034068710153, -122.31019179264251 47.70334577679419, -122.31008843442885 47.70332675339858))",Open,416,13,416-13,THORNTON CREEK NA: 25TH/95TH,79.73447477,Steep,NE,8,2,79.73447477,11/03/2016 12:00:00 AM +0000,-,-,81.73954398,02/20/2017 12:00:00 AM +0000,TRAIL-7304,0
Gravel,Poor,4,"MULTILINESTRING ((-122.38955138562058 47.53654150877181, -122.38960368127591 47.53654149781742, -122.38969523372386 47.53654209614936, -122.38978682155523 47.53654121044657, -122.38994982082467 47.536530151350185))",Open,4453,3,4453-3,SOLSTICE PARK,97.37394331,Flat,SW,1,1,97.37394331,11/03/2016 12:00:00 AM +0000,-,worn in spots,98.62520114,02/23/2017 12:00:00 AM +0000,TRAIL-6901,0
Asphalt,Good,5,"MULTILINESTRING ((-122.27443305909779 47.697424152537856, -122.27430624421312 47.697430519190576, -122.27416575649448 47.69742435720348, -122.27405797468397 47.69741037259946, -122.27392317767492 47.69737627082318, -122.27378257101404 47.69730925067704, -122.27368501609958 47.6972413705693, -122.27362095973496 47.69713633854617, -122.27356438808418 47.69701851057557, -122.27354643439052 47.69690813351401, -122.27351863339723 47.696866677166454, -122.27346701516457 47.69681440909145, -122.2734228668032 47.69674881541701, -122.2734169341259 47.696704437042946, -122.2734720636379 47.69665717040936, -122.27352443580585 47.69661729545123))",Open,347,16,347-16,MATTHEWS BEACH PARK,455.56245456,Gradual,NE,3,1,455.56245456,11/02/2016 12:00:00 AM +0000,-,-,455.89463531,02/20/2017 12:00:00 AM +0000,TRAIL-5305,0
Gravel,Good,1,"MULTILINESTRING ((-122.29609458492043 47.706243187134, -122.29604017001341 47.70628404602422, -122.29602320384103 47.70630486627191, -122.29598437039274 47.70632017638307, -122.29594012419064 47.706357338753996, -122.29593404597543 47.706398296197264, -122.29589279413383 47.706419262480004, -122.29585591460076 47.70647097663336, -122.29581461522385 47.70652783919085))",Open,352,20,352-20,MEADOWBROOK PLAYFIELD,128.93528952,Moderate,NE,5,1,128.93528952,11/02/2016 12:00:00 AM +0000,-,-,128.93554739,02/08/2017 12:00:00 AM +0000,TRAIL-5403,0
Soil,Good,2,"MULTILINESTRING ((-122.31848736363574 47.72584686189596, -122.31846821101665 47.725731778034145, -122.31851009385895 47.72567140106244, -122.31851059445115 47.72558044313016, -122.31853495645582 47.725568157570144, -122.31858215858254 47.725490295026354, -122.31857326434316 47.72542728229418, -122.3185683909963 47.725356151375564, -122.31857340905863 47.725319180807915, -122.31861882088297 47.72525033216895, -122.31863652597796 47.72523101744522, -122.31869539367678 47.72512901595865, -122.31872203951957 47.72508034234998, -122.3187124657604 47.725025177596514, -122.31873673840586 47.72487640664682, -122.31874120233225 47.7248513890831))",Open,327,6,327-6,JACKSON PARK,379.18787455,Flat,NE,3,2,379.18787455,11/02/2016 12:00:00 AM +0000,-,-,379.18863292,02/08/2017 12:00:00 AM +0000,TRAIL-3001,0
Concrete,Good,3,"MULTILINESTRING ((-122.25870205412521 47.68219771261274, -122.25870793077414 47.68227218266516, -122.25878106657727 47.682333083950915, -122.25880993378424 47.6823502171374, -122.25887510870804 47.68240382603077, -122.25892464301668 47.68247267889915, -122.25899686677955 47.68253168433376, -122.25904235370311 47.68257138352581, -122.25908339801214 47.68261773497672, -122.25909332784374 47.68265740136567, -122.25907876414007 47.68270820978053, -122.25906817162907 47.6827616915616, -122.25901057746782 47.68277907347018, -122.25892949567503 47.68278672778004, -122.2589051723184 47.682761346113686, -122.25889787548596 47.68272573000517, -122.25885287798837 47.68267046353733, -122.25878781370241 47.682647947546705, -122.25871484462569 47.68265408786251, -122.25865768440151 47.68268233570046, -122.2586315369222 47.68272327382212, -122.25862545595318 47.68277403634004, -122.25863883386545 47.682806786772964, -122.25869112922858 47.68282520931786, -122.25875254522741 47.68283175921478, -122.2588182172678 47.68283626234602, -122.25885835046401 47.682814974363545, -122.25890556637427 47.68276119095234))",Open,398,218,398-218,WARREN G. MAGNUSON PARK,480.99784696,Flat,NE,0,1,480.99784696,10/27/2016 12:00:00 AM +0000,-,-,502.79898064,02/23/2017 12:00:00 AM +0000,TRAIL-7822,0
Gravel,Good,6,"MULTILINESTRING ((-122.31340123084375 47.67292445923806, -122.31334079710085 47.67288715611826, -122.3132623953933 47.672860498369594, -122.31318592664903 47.672830342097384, -122.31310248911458 47.672804992904176, -122.31302580916484 47.672767599276405, -122.31295413052152 47.67272748771778, -122.31288063631656 47.67269485199377, -122.3128449105494 47.67266986893252, -122.31281928685775 47.672654413691596))",Open,483,11,483-11,COWEN PARK,174.87422651,Gradual,NE,3,1,174.87422651,10/31/2016 12:00:00 AM +0000,-,-,175.18938993,02/20/2017 12:00:00 AM +0000,TRAIL-1802,0
Gravel,Good,5,"MULTILINESTRING ((-122.31253925086267 47.671897210275894, -122.31258602066843 47.671846690401395, -122.31264502172851 47.6717981113513, -122.31279156470961 47.67168729989335, -122.31284192413564 47.67165579764799, -122.31290945678775 47.67158607226969, -122.31301904945931 47.671531906123974, -122.31304718017856 47.67150412178315, -122.31313673681196 47.67145930084092, -122.31322830047812 47.67141363961443, -122.31331848001001 47.671390704040384, -122.3134181531883 47.67136267475184, -122.31350889718071 47.67132383572812, -122.31354002019924 47.671311949726636))",Open,483,6,483-6,COWEN PARK,333.01191512,Gradual,NE,3,1,333.01191512,10/31/2016 12:00:00 AM +0000,-,-,333.01258114,02/20/2017 12:00:00 AM +0000,TRAIL-1802,0
Bridge,Good,5,"MULTILINESTRING ((-122.27292925754872 47.69488171944919, -122.27293398714333 47.69486717448214, -122.27297204736136 47.69481263816394, -122.27299378566849 47.694791163796886))",Open,347,3,347-3,MATTHEWS BEACH PARK,36.91012113,Gradual,NE,3,1,36.91012113,11/02/2016 12:00:00 AM +0000,-,-,36.91019495,02/08/2017 12:00:00 AM +0000,TRAIL-5301,0
Gravel,Good,2,"MULTILINESTRING ((-122.31060756643893 47.672791109263265, -122.31049009709695 47.6727394633207, -122.31042729753247 47.672704080322035, -122.31036191601635 47.67268015119959, -122.31030760016911 47.672637901242226, -122.31029651627009 47.672604867654414, -122.31026630027033 47.672611134677524, -122.31022003354906 47.672598750536324, -122.31014488319633 47.6725901179036, -122.31007153366916 47.67256803443488, -122.31002868361826 47.672566534280726, -122.3099843171895 47.67254963460542, -122.30997881728906 47.6724975839153, -122.30996566644625 47.67242170120945, -122.30992439961248 47.672357551180326, -122.30991529083167 47.67231184626885, -122.30993131074618 47.67226308626974))",Low,391,110,391-110,RAVENNA PARK,291.50242518,Moderate,NE,5,2,291.50242518,10/31/2016 12:00:00 AM +0000,-,-,294.95953225,02/20/2017 12:00:00 AM +0000,TRAIL-6403,0
Stairs,Worn,4,"MULTILINESTRING ((-122.30671518158228 47.67158782926402, -122.30678601707774 47.671616610713144, -122.30688024750103 47.6716183938781, -122.30693321729835 47.67159362461992, -122.30697245979268 47.67159804051807, -122.30696020303365 47.67162840404371, -122.3069799321066 47.67164056782098))",High,391,97,391-97,RAVENNA PARK,87.32749106,Steep,NE,9,1,87.32749106,10/31/2016 12:00:00 AM +0000,-,-,87.32766571,02/08/2017 12:00:00 AM +0000,TRAIL-6403,0
Gravel,Good,3,"MULTILINESTRING ((-122.304358628984 47.67214756130306, -122.30430864290571 47.67213856752208, -122.3042308436652 47.67209698588882, -122.30415196906998 47.672053404783476, -122.30409440595774 47.67200967533693))",High,391,89,391-89,RAVENNA PARK,83.63818513,Flat,NE,0,1,83.63818513,10/31/2016 12:00:00 AM +0000,-,-,83.63835241,02/08/2017 12:00:00 AM +0000,TRAIL-6401,0
Gravel,Good,8,"MULTILINESTRING ((-122.30409440595774 47.67200967533693, -122.30408402533752 47.672001584312085, -122.30402074175923 47.67195300247354, -122.30396052846156 47.67190536782787, -122.30390390750391 47.671859055970714, -122.30381705594775 47.67178451353873))",High,391,87,391-87,RAVENNA PARK,106.86480253,Flat,NE,0,1,106.86480253,10/31/2016 12:00:00 AM +0000,-,-,106.86501626,02/08/2017 12:00:00 AM +0000,TRAIL-6401,0
Concrete,Worn,4,"MULTILINESTRING ((-122.30246940458233 47.66881289917369, -122.30244098219433 47.668885732951, -122.30244037287828 47.668894143067085, -122.30241743728679 47.669159734300294, -122.30236116107803 47.66934038259695, -122.3020840787071 47.66947022674573))",High,391,102,391-102,RAVENNA PARK,278.01675303,Gradual,NE,5,1,278.01675303,10/31/2016 12:00:00 AM +0000,-,-,278.01730906,02/08/2017 12:00:00 AM +0000,TRAIL-6404,0
Grass,Good,1,"MULTILINESTRING ((-122.30153239406394 47.66923704820441, -122.30152904976022 47.66929258398014, -122.30153713329081 47.669378417604584, -122.30156125019889 47.66941798420696, -122.30157606731608 47.66943488382007, -122.3015384995738 47.66948270132007, -122.30156196612164 47.6695016008175, -122.3015279833475 47.66953550118905, -122.30153953293909 47.669577933960916, -122.30157518367993 47.66961646760345, -122.30153771687692 47.66965786785911, -122.30148190011168 47.66971115080322, -122.3014590663983 47.66975336729483, -122.30148781662632 47.66975860127399, -122.30147348074524 47.66979570557893, -122.30147691730318 47.669842917231584, -122.30147723283761 47.66988473462858, -122.30147838343963 47.66990038451946, -122.30151030023866 47.66994190079812, -122.30152686684053 47.6699641511773, -122.30156716711578 47.66999433419573, -122.30153669944417 47.67003528439923, -122.30155609949571 47.67005873430585, -122.30157723166364 47.67010479220084, -122.30161711144082 47.67015577395734, -122.3017302780066 47.67025623450431, -122.3018847245067 47.670317581695905))",Open,391,114,391-114,RAVENNA PARK,344.72405412,Gradual,NE,3,2,344.72405412,10/31/2016 12:00:00 AM +0000,-,-,464.15080034,02/20/2017 12:00:00 AM +0000,TRAIL-6405,0
Soil,Worn,2,"MULTILINESTRING ((-122.39533779674456 47.53127165293639, -122.3951144311747 47.53118455712278, -122.39516002307683 47.531055358061316, -122.39514111465222 47.53102806163915, -122.39500030156121 47.530934194622056, -122.39491600450803 47.53084156310558, -122.39485222620168 47.530853463688416, -122.39480033377208 47.53082524952328, -122.39474997391918 47.53084499206319, -122.39455614745005 47.53078197065767, -122.39452032820056 47.53069807914161, -122.39443029963569 47.53058545635428, -122.39444738723054 47.53044791751943, -122.39451339227868 47.5303911313631))",High,460,108,460-108,LINCOLN PARK,466.29594593,Gradual,SW,3,2,466.29594593,10/28/2016 12:00:00 AM +0000,-,tree roots/debris,467.17879949,02/23/2017 12:00:00 AM +0000,TRAIL-4324,0
Soil,Worn,2,"MULTILINESTRING ((-122.39446804812276 47.53034643684347, -122.39455770572168 47.530248184092905, -122.39459441785922 47.53016959592663, -122.39467799874431 47.53000836841225))",Closed,460,112,460-112,LINCOLN PARK,133.86694227,Gradual,SW,3,2,133.86694227,10/28/2016 12:00:00 AM +0000,-,"fallen debris, exposed tree roots, dense shrubs",134.5280143,02/23/2017 12:00:00 AM +0000,TRAIL-4332,0
Gravel,Good,8,"MULTILINESTRING ((-122.25801712771428 47.68126246005384, -122.2586690562615 47.68129898500856))",Open,398,52,398-52,WARREN G. MAGNUSON PARK,161.14155964,Flat,NE,0,1,161.14155964,10/27/2016 12:00:00 AM +0000,-,-,161.14188191,02/08/2017 12:00:00 AM +0000,TRAIL-7801,0
Gravel,Good,8,"MULTILINESTRING ((-122.25601002256326 47.68277114492765, -122.25623635472253 47.682799217038976, -122.25637403994514 47.68280557324258, -122.25662440234036 47.68277822128011, -122.25682041789379 47.68273136003072, -122.25703535556929 47.68272059911473, -122.25715378764538 47.68267874486992))",Open,398,41,398-41,WARREN G. MAGNUSON PARK,290.38482935,Flat,NE,0,1,290.38482935,10/27/2016 12:00:00 AM +0000,-,dog park,290.38541011,02/08/2017 12:00:00 AM +0000,TRAIL-7823,0
Asphalt,Good,8,"MULTILINESTRING ((-122.2494270015661 47.680293096921076, -122.24949405284974 47.68025803337905, -122.2495549390352 47.68022012996223, -122.24957634743708 47.6802049972879, -122.24960224551478 47.6801868554587, -122.24960855871005 47.680176364263396, -122.24962332935591 47.68015981537294, -122.24962956205339 47.680146370932, -122.24964218572454 47.68012543624959, -122.24965079421322 47.68010600610796, -122.24964072774699 47.680071942416866, -122.24963585887285 47.68004227067465, -122.24962210181954 47.680021619825204, -122.2495991292453 47.67999812567782, -122.24955481107683 47.679973442207384, -122.2493316656454 47.679867695626, -122.24929456841946 47.67984724843455, -122.249262832798 47.679837360529106, -122.24924036348821 47.679832327686086, -122.24921587198102 47.67982753496883, -122.24918742101498 47.679826388896885, -122.2491686046589 47.67982503763778, -122.2491326251717 47.679826984325366, -122.24909317570514 47.67983201382275, -122.24906043933012 47.67984137507035, -122.24901678682697 47.67985974096898, -122.24898175787547 47.67987799970877, -122.24894946991222 47.67990367656403, -122.24890199715558 47.67993099939241, -122.24886502172423 47.67995228150128, -122.24879100173435 47.67999236008158))",Open,398,49,398-49,WARREN G. MAGNUSON PARK,371.76837852,Flat,NE,0,1,371.76837852,10/26/2016 12:00:00 AM +0000,-,concrete retaining walls on either side of trail,371.76912207,02/08/2017 12:00:00 AM +0000,TRAIL-7818,0
Concrete,Good,8,"MULTILINESTRING ((-122.24879100173435 47.67999236008158, -122.2479081928183 47.67957382195934))",Open,398,36,398-36,WARREN G. MAGNUSON PARK,265.70739431,Flat,NE,0,1,265.70739431,10/26/2016 12:00:00 AM +0000,-,-,265.70792573,02/08/2017 12:00:00 AM +0000,TRAIL-7818,0
Gravel,Good,8,"MULTILINESTRING ((-122.25714491544657 47.678134948078046, -122.25698972484778 47.67816539527788, -122.25663436817914 47.6784122606585, -122.25644653840413 47.67864221544018, -122.25632715860644 47.678786371353404, -122.25621626217158 47.678906647757245, -122.25604542613665 47.67909900449633, -122.25598564456196 47.67917703911692, -122.2558919947046 47.679297097142545, -122.25583239524454 47.67936326112831, -122.25577247258234 47.67941747717983, -122.25571155197149 47.67945392618468, -122.25559544969418 47.67950236730641, -122.2554586344737 47.67954032754376, -122.25530099498646 47.67956607380502, -122.25505539928105 47.679604782948125, -122.25468784010668 47.67967474805367, -122.25452139055132 47.67971251277872, -122.2544078877624 47.679737704566996, -122.25437318633246 47.67976786965535, -122.25433996665801 47.679833663343324, -122.25429207932709 47.68001261744803, -122.25427691933395 47.68010791818704, -122.25424418641734 47.68019152571771, -122.25421113024464 47.68026331487816))",Open,398,77,398-77,WARREN G. MAGNUSON PARK,1147.90961933,Flat,NE,0,1,1147.90961933,10/27/2016 12:00:00 AM +0000,-,-,1147.91191515,02/08/2017 12:00:00 AM +0000,TRAIL-7819,0
Grass,Good,1,"MULTILINESTRING ((-122.25614143301881 47.68083951751075, -122.2561038500585 47.68082928439454, -122.25608850042741 47.68077470099969, -122.25607711690725 47.68072971796896, -122.25605333396157 47.68067290094095, -122.25601425057043 47.68060270105495, -122.25598061616407 47.680529750549205, -122.25592238276165 47.68045940111029, -122.25589771729025 47.68038430103496, -122.25590478304449 47.68032490113542, -122.25593474965186 47.68027230137391, -122.2559489332221 47.68024450061559, -122.25594636733695 47.680188484674964, -122.25593451617648 47.68015215071932, -122.25589020020145 47.68008518447809, -122.25586133318608 47.68003921785737, -122.25581380799903 47.680001676720124, -122.25578282630329 47.679978845115926, -122.25574682127008 47.679943892184276, -122.25572337549605 47.67991260391144, -122.25570244225064 47.67985397275641, -122.25567690282409 47.679807462582154, -122.25565806329335 47.67977363753005, -122.25563503706636 47.67973304675413, -122.25561577740373 47.679665959250734, -122.25560698557312 47.67960253644415, -122.25560196123145 47.67955630812601, -122.25559544969418 47.67950236730641))",Open,398,194,398-194,WARREN G. MAGNUSON PARK,524.69535939,Flat,NE,0,2,524.69535939,10/27/2016 12:00:00 AM +0000,-,-,524.69640879,02/08/2017 12:00:00 AM +0000,TRAIL-7816,0
